shift_id,work_date,department,labor_hours,scheduled_staff
1980,2025-11-26,Admin,21.22,3
1981,2025-11-27,Rooms,59.61,7
1982,2025-11-27,Food & Beverage,55.7,7
1983,2025-11-27,Housekeeping,57.82,7
1984,2025-11-27,Maintenance,20.29,3
1985,2025-11-27,Sales,22.97,3
1986,2025-11-27,Admin,19.28,2
1987,2025-11-28,Rooms,46.14,6
1988,2025-11-28,Food & Beverage,50.05,6
1989,2025-11-28,Housekeeping,50.73,6
1990,2025-11-28,Maintenance,21.59,3
1991,2025-11-28,Sales,23.56,3
1992,2025-11-28,Admin,23.67,3
1993,2025-11-29,Rooms,64.04,8
1994,2025-11-29,Food & Beverage,63.49,8
1995,2025-11-29,Housekeeping,52.16,7
1996,2025-11-29,Maintenance,20.99,3
1997,2025-11-29,Sales,21.12,3
1998,2025-11-29,Admin,19.74,2
1999,2025-11-30,Rooms,51.11,6
2000,2025-11-30,Food & Beverage,62.68,8
2001,2025-11-30,Housekeeping,51.93,6
2002,2025-11-30,Maintenance,19.56,2
2003,2025-11-30,Sales,21.59,3
2004,2025-11-30,Admin,17.29,2
2005,2025-12-01,Rooms,71.46,9
2006,2025-12-01,Food & Beverage,82.01,10
2007,2025-12-01,Housekeeping,61.26,8
2008,2025-12-01,Maintenance,20.69,3
2009,2025-12-01,Sales,30.08,4
2010,2025-12-01,Admin,24.26,3
2011,2025-12-02,Rooms,73.98,9
2012,2025-12-02,Food & Beverage,63.06,8
2013,2025-12-02,Housekeeping,71.21,9
2014,2025-12-02,Maintenance,29.99,4
2015,2025-12-02,Sales,22.64,3
2016,2025-12-02,Admin,24.88,3
2017,2025-12-03,Rooms,79.8,10
2018,2025-12-03,Food & Beverage,64.99,8
2019,2025-12-03,Housekeeping,71.43,9
2020,2025-12-03,Maintenance,24.67,3
2021,2025-12-03,Sales,29.11,4
2022,2025-12-03,Admin,28.64,4
2023,2025-12-04,Rooms,74.23,9
2024,2025-12-04,Food & Beverage,71.85,9
2025,2025-12-04,Housekeeping,68.38,9
2026,2025-12-04,Maintenance,32.93,4
2027,2025-12-04,Sales,30.37,4
2028,2025-12-04,Admin,32.33,4
2029,2025-12-05,Rooms,52.95,7
2030,2025-12-05,Food & Beverage,68.16,9
2031,2025-12-05,Housekeeping,58.45,7
2032,2025-12-05,Maintenance,27.08,3
2033,2025-12-05,Sales,31.14,4
2034,2025-12-05,Admin,26.88,3
2035,2025-12-06,Rooms,64.62,8
2036,2025-12-06,Food & Beverage,67.13,8
2037,2025-12-06,Housekeeping,72.36,9
2038,2025-12-06,Maintenance,31.37,4
2039,2025-12-06,Sales,29.26,4
2040,2025-12-06,Admin,24.91,3
2041,2025-12-07,Rooms,78.24,10
2042,2025-12-07,Food & Beverage,55.13,7
2043,2025-12-07,Housekeeping,67.17,8
2044,2025-12-07,Maintenance,30.5,4
2045,2025-12-07,Sales,27.0,3
2046,2025-12-07,Admin,26.8,3
2047,2025-12-08,Rooms,66.51,8
2048,2025-12-08,Food & Beverage,74.4,9
2049,2025-12-08,Housekeeping,65.43,8
2050,2025-12-08,Maintenance,25.08,3
2051,2025-12-08,Sales,35.43,4
2052,2025-12-08,Admin,30.95,4
2053,2025-12-09,Rooms,71.49,9
2054,2025-12-09,Food & Beverage,68.04,9
2055,2025-12-09,Housekeeping,78.52,10
2056,2025-12-09,Maintenance,27.21,3
2057,2025-12-09,Sales,29.47,4
2058,2025-12-09,Admin,26.56,3
2059,2025-12-10,Rooms,74.3,9
2060,2025-12-10,Food & Beverage,71.54,9
2061,2025-12-10,Housekeeping,66.67,8
2062,2025-12-10,Maintenance,29.39,4
2063,2025-12-10,Sales,29.48,4
2064,2025-12-10,Admin,24.51,3
2065,2025-12-11,Rooms,56.0,7
2066,2025-12-11,Food & Beverage,68.8,9
2067,2025-12-11,Housekeeping,80.01,10
2068,2025-12-11,Maintenance,28.99,4
2069,2025-12-11,Sales,28.94,4
2070,2025-12-11,Admin,27.36,3
2071,2025-12-12,Rooms,68.55,9
2072,2025-12-12,Food & Beverage,63.31,8
2073,2025-12-12,Housekeeping,77.93,10
2074,2025-12-12,Maintenance,29.07,4
2075,2025-12-12,Sales,26.64,3
2076,2025-12-12,Admin,29.8,4
2077,2025-12-13,Rooms,86.78,11
2078,2025-12-13,Food & Beverage,77.38,10
2079,2025-12-13,Housekeeping,65.76,8
2080,2025-12-13,Maintenance,28.83,4
2081,2025-12-13,Sales,28.88,4
2082,2025-12-13,Admin,32.46,4
2083,2025-12-14,Rooms,62.13,8
2084,2025-12-14,Food & Beverage,85.1,11
2085,2025-12-14,Housekeeping,62.76,8
2086,2025-12-14,Maintenance,23.39,3
2087,2025-12-14,Sales,27.01,3
2088,2025-12-14,Admin,29.18,4
2089,2025-12-15,Rooms,70.88,9
2090,2025-12-15,Food & Beverage,67.28,8
2091,2025-12-15,Housekeeping,72.38,9
2092,2025-12-15,Maintenance,23.71,3
2093,2025-12-15,Sales,30.27,4
2094,2025-12-15,Admin,26.09,3
2095,2025-12-16,Rooms,79.37,10
2096,2025-12-16,Food & Beverage,72.48,9
2097,2025-12-16,Housekeeping,69.33,9
2098,2025-12-16,Maintenance,27.3,3
2099,2025-12-16,Sales,27.64,3
2100,2025-12-16,Admin,24.17,3
2101,2025-12-17,Rooms,68.69,9
2102,2025-12-17,Food & Beverage,65.85,8
2103,2025-12-17,Housekeeping,61.34,8
2104,2025-12-17,Maintenance,29.36,4
2105,2025-12-17,Sales,30.09,4
2106,2025-12-17,Admin,25.31,3
2107,2025-12-18,Rooms,70.69,9
2108,2025-12-18,Food & Beverage,66.87,8
2109,2025-12-18,Housekeeping,66.5,8
2110,2025-12-18,Maintenance,25.55,3
2111,2025-12-18,Sales,30.7,4
2112,2025-12-18,Admin,27.07,3
2113,2025-12-19,Rooms,70.25,9
2114,2025-12-19,Food & Beverage,80.59,10
2115,2025-12-19,Housekeeping,63.34,8
2116,2025-12-19,Maintenance,30.87,4
2117,2025-12-19,Sales,29.39,4
2118,2025-12-19,Admin,30.93,4
2119,2025-12-20,Rooms,63.66,8
2120,2025-12-20,Food & Beverage,78.63,10
2121,2025-12-20,Housekeeping,64.89,8
2122,2025-12-20,Maintenance,28.13,4
2123,2025-12-20,Sales,28.94,4
2124,2025-12-20,Admin,26.46,3
2125,2025-12-21,Rooms,68.6,9
2126,2025-12-21,Food & Beverage,72.2,9
2127,2025-12-21,Housekeeping,75.05,9
2128,2025-12-21,Maintenance,30.29,4
2129,2025-12-21,Sales,29.55,4
2130,2025-12-21,Admin,26.23,3
2131,2025-12-22,Rooms,65.11,8
2132,2025-12-22,Food & Beverage,66.69,8
2133,2025-12-22,Housekeeping,74.94,9
2134,2025-12-22,Maintenance,26.95,3
2135,2025-12-22,Sales,28.63,4
2136,2025-12-22,Admin,27.44,3
2137,2025-12-23,Rooms,70.79,9
2138,2025-12-23,Food & Beverage,77.57,10
2139,2025-12-23,Housekeeping,81.3,10
2140,2025-12-23,Maintenance,28.54,4
2141,2025-12-23,Sales,25.97,3
2142,2025-12-23,Admin,30.75,4
2143,2025-12-24,Rooms,64.83,8
2144,2025-12-24,Food & Beverage,77.46,10
2145,2025-12-24,Housekeeping,75.43,9
2146,2025-12-24,Maintenance,30.98,4
2147,2025-12-24,Sales,32.37,4
2148,2025-12-24,Admin,22.8,3
2149,2025-12-25,Rooms,80.39,10
2150,2025-12-25,Food & Beverage,62.82,8
2151,2025-12-25,Housekeeping,71.33,9
2152,2025-12-25,Maintenance,24.78,3
2153,2025-12-25,Sales,28.61,4
2154,2025-12-25,Admin,25.91,3
2155,2025-12-26,Rooms,66.17,8
2156,2025-12-26,Food & Beverage,68.08,9
2157,2025-12-26,Housekeeping,51.18,6
2158,2025-12-26,Maintenance,29.29,4
2159,2025-12-26,Sales,27.38,3
2160,2025-12-26,Admin,30.22,4
2161,2025-12-27,Rooms,73.0,9
2162,2025-12-27,Food & Beverage,70.74,9
2163,2025-12-27,Housekeeping,72.39,9
2164,2025-12-27,Maintenance,27.96,3
2165,2025-12-27,Sales,29.95,4
2166,2025-12-27,Admin,26.36,3
2167,2025-12-28,Rooms,66.55,8
2168,2025-12-28,Food & Beverage,71.24,9
2169,2025-12-28,Housekeeping,73.82,9
2170,2025-12-28,Maintenance,26.38,3
2171,2025-12-28,Sales,24.23,3
2172,2025-12-28,Admin,30.81,4
2173,2025-12-29,Rooms,54.38,7
2174,2025-12-29,Food & Beverage,66.91,8
2175,2025-12-29,Housekeeping,66.68,8
2176,2025-12-29,Maintenance,23.62,3
2177,2025-12-29,Sales,23.04,3
2178,2025-12-29,Admin,25.57,3
2179,2025-12-30,Rooms,75.88,9
2180,2025-12-30,Food & Beverage,67.92,8
2181,2025-12-30,Housekeeping,63.54,8
2182,2025-12-30,Maintenance,25.15,3
2183,2025-12-30,Sales,31.04,4
2184,2025-12-30,Admin,25.34,3
2185,2025-12-31,Rooms,80.87,10
2186,2025-12-31,Food & Beverage,56.93,7
2187,2025-12-31,Housekeeping,67.4,8
2188,2025-12-31,Maintenance,23.71,3
2189,2025-12-31,Sales,22.73,3
2190,2025-12-31,Admin,26.17,3
